contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration,moneyness,days_to_expiration,T,bs_price,pricing_error,abs_error
AAPL250321C00005000,2025-03-10 19:28:24+00:00,5,222.37,221.25,222.85,-11.450012,-4.8969345,6,47,10.468753457031251,TRUE,REGULAR,USD,call,3/21/2025,0.021974158389733673,11,0.030136986301369864,222.83130731950268,-0.46130732,0.46130732
AAPL250321C00010000,2025-03-10 17:39:07+00:00,10,215.37,216.3,218.85,-15.680008,-6.7864127,1,30,6.843751445,TRUE,REGULAR,USD,call,3/21/2025,0.043948316779467346,11,0.030136986301369864,217.6182392637234,-2.248239264,2.2482392637234057
AAPL250321C00015000,2025-03-07 19:12:10+00:00,15,223.85,211.3,213.9,0,0,1,0,6.046877441,TRUE,REGULAR,USD,call,3/21/2025,0.065922475,11,0.030136986301369864,212.64239702038552,11.207602979614478,11.207602979614478
AAPL250321C00020000,2025-01-30 16:17:52+00:00,20,217.42,220.5,222.65,0,0,8,0,17.83008255310059,TRUE,REGULAR,USD,call,3/21/2025,0.087896634,11,0.030136986301369864,220.85188957272166,-3.431889573,3.4318895727216727
AAPL250321C00025000,2025-02-12 16:26:48+00:00,25,210.01,201.2,203.9,0,0,2,2,4.578129277,TRUE,REGULAR,USD,call,3/21/2025,0.10987079194866838,11,0.030136986301369864,202.61939009660375,7.390609903396239,7.390609903396239
AAPL250321C00030000,2024-12-26 14:49:35+00:00,30,229,199.9,200.65,0,0,,0,7.460938173828126,TRUE,REGULAR,USD,call,3/21/2025,0.13184495033840204,11,0.030136986301369864,199.89422599666528,29.105774003334716,29.105774003334716
AAPL250321C00035000,2025-03-03 20:36:45+00:00,35,201.75,191.3,193.8,0,0,3,4,3.867187832,TRUE,REGULAR,USD,call,3/21/2025,0.15381910872813573,11,0.030136986301369864,192.63228105507997,9.117718944920028,9.117718944920028
AAPL250321C00040000,2025-03-04 15:54:12+00:00,40,199.24,186.35,188.9,0,0,1,2,3.8984377539062502,TRUE,REGULAR,USD,call,3/21/2025,0.17579326711786938,11,0.030136986301369864,187.69299497716105,11.54700502283896,11.54700502283896
AAPL250321C00045000,2024-12-27 16:43:30+00:00,45,209.4,189.95,192.5,0,0,2,1,8.179204106750488,TRUE,REGULAR,USD,call,3/21/2025,0.19776742550760307,11,0.030136986301369864,190.27418814299844,19.125811857001565,19.125811857001565
AAPL250321C00050000,2025-02-03 19:58:38+00:00,50,178.95,184.3,184.8,0,0,6,85,7.110352674560547,TRUE,REGULAR,USD,call,3/21/2025,0.21974158389733675,11,0.030136986301369864,183.7260163075655,-4.776016308,4.776016307565499
AAPL250321C00055000,2025-03-05 15:04:07+00:00,55,177.4,171.25,173.95,0,0,1,7,3.125002188,TRUE,REGULAR,USD,call,3/21/2025,0.2417157422870704,11,0.030136986301369864,172.69529243313318,4.704707567,4.704707567
AAPL250321C00060000,2025-03-10 16:45:12+00:00,60,165.3,166.35,168.9,-11.399994,-6.4516096,1,18,3.0000025,TRUE,REGULAR,USD,call,3/21/2025,0.2636899006768041,11,0.030136986301369864,167.71888719494416,-2.418887195,2.4188871949441477
AAPL250321C00065000,2025-03-05 18:07:32+00:00,65,170.3,161.35,163.85,0,0,2,26,2.765628086,TRUE,REGULAR,USD,call,3/21/2025,0.28566405906653775,11,0.030136986301369864,162.70820585407813,7.591794145921881,7.591794145921881
AAPL250321C00070000,2025-03-10 16:45:12+00:00,70,155.33,156.4,158.9,-4.0200043,-2.5227513,1,74,2.718753203,TRUE,REGULAR,USD,call,3/21/2025,0.30763821745627146,11,0.030136986301369864,157.75124370310726,-2.421243703,2.421243703107251
AAPL250321C00075000,2025-03-03 20:36:45+00:00,75,161.85,151.4,153.9,0,0,4,24,2.566409833984375,TRUE,REGULAR,USD,call,3/21/2025,0.3296123758460051,11,0.030136986301369864,152.75793320344417,9.092066796555827,9.092066796555827
AAPL250321C00080000,2025-02-25 19:10:47+00:00,80,168.05,146.4,148.9,0,0,3,37,2.425785185546875,TRUE,REGULAR,USD,call,3/21/2025,0.35158653423573877,11,0.030136986301369864,147.7652829548174,20.284717045182617,20.284717045182617
AAPL250321C00085000,2025-02-06 15:09:25+00:00,85,148.59,153.95,154.4,0,0,26,193,5.635256862182617,TRUE,REGULAR,USD,call,3/21/2025,0.3735606926254725,11,0.030136986301369864,152.99864899615196,-4.408648996,4.408648996151953
AAPL250321C00090000,2025-02-05 16:42:37+00:00,90,140.5,149,149.5,0,0,5,96,5.364993528137205,TRUE,REGULAR,USD,call,3/21/2025,0.39553485101520613,11,0.030136986301369864,148.07739636208248,-7.577396362,7.577396362082482
AAPL250321C00095000,2025-03-10 16:58:38+00:00,95,130.68,132.4,134.05,-10.110001,-7.1809087,1,14,2.5419958325195307,TRUE,REGULAR,USD,call,3/21/2025,0.4175090094049398,11,0.030136986301369864,133.23488991092432,-2.554889911,2.5548899109243166
AAPL250321C00100000,2025-03-10 14:32:40+00:00,100,129.1,127.45,128.95,-8.37999,-6.0954247,1,474,2.3925821435546872,TRUE,REGULAR,USD,call,3/21/2025,0.4394831677946735,11,0.030136986301369864,128.22298032541033,0.8770196745896612,0.8770196745896612
AAPL250321C00105000,2025-03-05 15:04:08+00:00,105,122.45,122.45,123.95,-5.1500015,-4.0360513,1,72,2.263676215820312,TRUE,REGULAR,USD,call,3/21/2025,0.46145732618440716,11,0.030136986301369864,123.23016397008318,-0.78016397,0.78016397
AAPL250321C00110000,2025-03-07 16:40:06+00:00,110,114.85,117.45,119,-13.480003,-10.504171,3,512,2.1533249291992185,TRUE,REGULAR,USD,call,3/21/2025,0.4834314845741408,11,0.030136986301369864,118.25743973698414,-3.407439737,3.407439736984145
AAPL250321C00115000,2025-03-07 18:11:14+00:00,115,125.5,112.45,114.1,0,0,2,50,2.0595751635742188,TRUE,REGULAR,USD,call,3/21/2025,0.5054056429638745,11,0.030136986301369864,113.30691253524296,12.193087464757042,12.193087464757042
AAPL250321C00120000,2025-03-10 16:58:38+00:00,120,107.5,107.5,109,-12.139999,-10.147108,2,28,1.933594082,TRUE,REGULAR,USD,call,3/21/2025,0.5273798013536082,11,0.030136986301369864,108.29287729161716,-0.792877292,0.7928772916171596
AAPL250321C00125000,2025-03-04 15:14:00+00:00,125,114.4,102.5,104,0,0,1,205,1.8251961865234374,TRUE,REGULAR,USD,call,3/21/2025,0.5493539597433419,11,0.030136986301369864,103.30198595181295,11.098014048187054,11.098014048187054
AAPL250321C00130000,2025-03-10 19:32:12+00:00,130,98,96.5,99.05,-9.879997,-9.158322,1,537,1.4697292138671876,TRUE,REGULAR,USD,call,3/21/2025,0.5713281181330755,11,0.030136986301369864,97.92949501841437,0.070504982,0.070504982
AAPL250321C00135000,2025-03-05 14:50:02+00:00,135,92.55,92.5,94.2,-5.2699966,-5.3874426,1,246,1.656251719,TRUE,REGULAR,USD,call,3/21/2025,0.5933022765228092,11,0.030136986301369864,93.40040887094202,-0.850408871,0.8504088709420188
AAPL250321C00140000,2025-03-07 18:16:32+00:00,140,101.16,87.55,89.05,0,0,4,525,1.5385765258789061,TRUE,REGULAR,USD,call,3/21/2025,0.6152764349125429,11,0.030136986301369864,88.3663215,12.793678500145802,12.793678500145802
AAPL250321C00145000,2025-03-10 14:07:28+00:00,145,82.16,81.5,84.2,-12.889999,-13.561283,12,251,1.2548865380859375,TRUE,REGULAR,USD,call,3/21/2025,0.6372505933022765,11,0.030136986301369864,83.00951351,-0.849513506,0.8495135059482095
AAPL250321C00150000,2025-03-10 17:22:50+00:00,150,75.54,76.8,78.7,-14.159996,-15.78595,10,1899,1.115238798828125,TRUE,REGULAR,USD,call,3/21/2025,0.6592247516920102,11,0.030136986301369864,77.93855441364468,-2.398554414,2.398554413644675
AAPL250321C00155000,2025-03-10 15:39:21+00:00,155,72.59,72.6,73.75,-11.410004,-13.583338,5,2470,1.2197304638671875,TRUE,REGULAR,USD,call,3/21/2025,0.6811989100817439,11,0.030136986301369864,73.28787760526379,-0.697877605,0.6978776052637841
AAPL250321C00160000,2025-03-10 14:46:53+00:00,160,67.85,67.05,68.75,-11.650002,-14.65409,10,1785,1.0341845166015626,TRUE,REGULAR,USD,call,3/21/2025,0.7031730684714775,11,0.030136986301369864,68.07153187906266,-0.221531879,0.2215318790626668
AAPL250321C00165000,2025-03-10 14:03:01+00:00,165,62.65,62.65,63.95,-12.159996,-16.254507,30,1469,1.0854537915039062,TRUE,REGULAR,USD,call,3/21/2025,0.7251472268612112,11,0.030136986301369864,63.40831168972866,-0.75831169,0.7583116897286644
AAPL250321C00170000,2025-03-10 14:00:03+00:00,170,58,57.7,59,-12,-17.142857,58,2133,1.0141650854492186,TRUE,REGULAR,USD,call,3/21/2025,0.747121385,11,0.030136986301369864,58.45962553346263,-0.459625533,0.4596255334626278
AAPL250321C00175000,2025-03-10 14:00:03+00:00,175,50.75,52.75,54.05,-13.639999,-21.183414,22,1221,0.9423833886718749,TRUE,REGULAR,USD,call,3/21/2025,0.7690955436406786,11,0.030136986301369864,53.51051227679531,-2.760512277,2.7605122767953105
AAPL250321C00180000,2025-03-10 19:56:02+00:00,180,48,47.8,48.95,-11.400002,-19.191921,794,3700,0.8544936425781251,TRUE,REGULAR,USD,call,3/21/2025,0.7910697020304123,11,0.030136986301369864,48.49791063466421,-0.497910635,0.4979106346642084
AAPL250321C00185000,2025-03-10 19:53:32+00:00,185,43.1,42.9,44.2,-12.09,-21.906143,179,7037,0.8071308349609375,TRUE,REGULAR,USD,call,3/21/2025,0.81304386,11,0.030136986301369864,43.65680380086144,-0.556803801,0.556803801
AAPL250321C00190000,2025-03-10 19:49:51+00:00,190,37.65,37.95,39.4,-11.799999,-23.862484,1199,7687,0.7456080126953125,TRUE,REGULAR,USD,call,3/21/2025,0.8350180188098796,11,0.030136986301369864,38.774784404417886,-1.124784404,1.1247844044178876
AAPL250321C00195000,2025-03-10 19:35:28+00:00,195,33.32,33.1,34.25,-11.029999,-24.870348,107,5795,0.6626010302734376,TRUE,REGULAR,USD,call,3/21/2025,0.8569921771996133,11,0.030136986301369864,33.786054999312114,-0.466054999,0.4660549993121137
AAPL250321C00200000,2025-03-10 19:53:20+00:00,200,28.7,28.3,29.2,-11.5,-28.606964,777,31418,0.5898478515625001,TRUE,REGULAR,USD,call,3/21/2025,0.878966336,11,0.030136986301369864,28.862103903407103,-0.162103903,0.1621039034071039
AAPL250321C00205000,2025-03-10 19:53:20+00:00,205,24.05,23.45,24.05,-10.450001,-30.289858,435,8596,0.5061084545898438,TRUE,REGULAR,USD,call,3/21/2025,0.9009404939790806,11,0.030136986301369864,23.875063839161186,0.1749361608388149,0.1749361608388149
AAPL250321C00210000,2025-03-10 19:59:41+00:00,210,19.2,19.2,19.6,-11.199999,-36.842102,630,19342,0.505864316,TRUE,REGULAR,USD,call,3/21/2025,0.9229146523688143,11,0.030136986301369864,19.650184008517073,-0.450184009,0.4501840085170734
AAPL250321C00215000,2025-03-10 19:54:50+00:00,215,14.9,15.05,15.25,-10.15,-40.51896,1165,2769,0.4622856506347657,TRUE,REGULAR,USD,call,3/21/2025,0.944888811,11,0.030136986301369864,15.266336605941206,-0.366336606,0.3663366059412052
AAPL250321C00217500,2025-03-10 19:55:00+00:00,217.5,13.3,13.05,13.25,-9.400001,-41.409695,327,58,0.44653873779296877,TRUE,REGULAR,USD,call,3/21/2025,0.9558758899534148,11,0.030136986301369864,13.242124262048634,0.057875738,0.057875738
AAPL250321C00220000,2025-03-10 19:54:50+00:00,220,11.1,11.2,11.4,-9.5,-46.116505,1304,9567,0.43494217407226565,TRUE,REGULAR,USD,call,3/21/2025,0.9668629691482816,11,0.030136986301369864,11.366086745726193,-0.266086746,0.2660867457261933
AAPL250321C00222500,2025-03-10 19:54:10+00:00,222.5,9.65,9.45,9.65,-8.6,-47.12329,539,176,0.42249112670898437,TRUE,REGULAR,USD,call,3/21/2025,0.9778500483431485,11,0.030136986301369864,9.590893124136528,0.059106876,0.059106876
AAPL250321C00225000,2025-03-10 19:59:55+00:00,225,7.9,7.8,8,-8.450001,-51.68196,4999,13514,0.40869731933593745,TRUE,REGULAR,USD,call,3/21/2025,0.9888371275380153,11,0.030136986301369864,7.921666459154125,-0.021666459,0.021666459
AAPL250321C00227500,2025-03-10 19:59:42+00:00,227.5,6.29,6.35,6.55,-7.6099997,-54.7482,2935,416,0.3986876538085938,FALSE,REGULAR,USD,call,3/21/2025,0.9998242067328822,11,0.030136986301369864,6.452395064,-0.162395064,0.16239506401676973
AAPL250321C00230000,2025-03-10 19:59:32+00:00,230,5,5.05,5.2,-6.8999996,-57.98319,7703,18057,0.3857483300781249,FALSE,REGULAR,USD,call,3/21/2025,1.010811285927749,11,0.030136986301369864,5.092264454695609,-0.092264455,0.092264455
AAPL250321C00232500,2025-03-10 19:59:16+00:00,232.5,3.87,3.9,4.05,-6.33,-62.058826,5374,617,0.37525038818359374,FALSE,REGULAR,USD,call,3/21/2025,1.021798365122616,11,0.030136986301369864,3.935248914574643,-0.065248915,0.065248915
AAPL250321C00235000,2025-03-10 19:59:51+00:00,235,2.98,2.98,3.1,-5.1699996,-63.435577,11924,16996,0.367193828,FALSE,REGULAR,USD,call,3/21/2025,1.0327854443174826,11,0.030136986301369864,2.9825484554233697,-0.002548455,0.002548455
AAPL250321C00237500,2025-03-10 19:58:19+00:00,237.5,2.15,2.21,2.29,-4.5499997,-67.910446,6312,1588,0.3580386462402344,FALSE,REGULAR,USD,call,3/21/2025,1.0437725235123496,11,0.030136986301369864,2.178638683062111,-0.028638683,0.028638683
AAPL250321C00240000,2025-03-10 19:58:40+00:00,240,1.6,1.6,1.66,-3.46,-68.37945,14623,24880,0.35108070800781244,FALSE,REGULAR,USD,call,3/21/2025,1.0547596027072164,11,0.030136986301369864,1.557825262821595,0.042174737,0.042174737
AAPL250321C00242500,2025-03-10 19:56:54+00:00,242.5,1.15,1.13,1.18,-2.75,-70.51282,3811,3466,0.34570966796874997,FALSE,REGULAR,USD,call,3/21/2025,1.065746681902083,11,0.030136986301369864,1.0901016369314647,0.059898363,0.059898363
AAPL250321C00245000,2025-03-10 19:59:31+00:00,245,0.77,0.79,0.82,-2.09,-73.07692,6325,22345,0.34107104248046877,FALSE,REGULAR,USD,call,3/21/2025,1.076733761,11,0.030136986301369864,0.7430695165818513,0.026930483418148743,0.026930483418148743
AAPL250321C00247500,2025-03-10 19:58:01+00:00,247.5,0.55,0.54,0.58,-1.52,-73.429955,2249,2437,0.340826904,FALSE,REGULAR,USD,call,3/21/2025,1.0877208402918168,11,0.030136986301369864,0.5163890943805711,0.033610906,0.033610906
AAPL250321C00250000,2025-03-10 19:59:41+00:00,250,0.38,0.37,0.39,-1.02,-72.85715,8601,49810,0.337897246,FALSE,REGULAR,USD,call,3/21/2025,1.0987079194866838,11,0.030136986301369864,0.33915204619361816,0.040847954,0.040847954
AAPL250321C00252500,2025-03-10 19:58:34+00:00,252.5,0.26,0.24,0.28,-0.68,-72.34042,2405,2961,0.3413151806640625,FALSE,REGULAR,USD,call,3/21/2025,1.1096949986815505,11,0.030136986301369864,0.23887291568774316,0.021127084,0.021127084
AAPL250321C00255000,2025-03-10 19:59:47+00:00,255,0.17,0.17,0.2,-0.49,-74.242424,2370,29264,0.344733115,FALSE,REGULAR,USD,call,3/21/2025,1.1206820778764173,11,0.030136986301369864,0.16713804061855964,0.002861959,0.002861959
AAPL250321C00257500,2025-03-10 19:57:50+00:00,257.5,0.13,0.11,0.14,-0.29,-69.04762,273,1694,0.34668622070312494,FALSE,REGULAR,USD,call,3/21/2025,1.1316691570712842,11,0.030136986301369864,0.1131504793919893,0.016849520608010704,0.016849520608010704
AAPL250321C00260000,2025-03-10 19:58:39+00:00,260,0.09,0.09,0.1,-0.19,-67.85714,3334,42086,0.3505924316406249,FALSE,REGULAR,USD,call,3/21/2025,1.142656236266151,11,0.030136986301369864,0.078945564,0.011054435745387586,0.011054435745387586
AAPL250321C00262500,2025-03-10 19:30:39+00:00,262.5,0.07,0.06,0.08,-0.089999996,-56.25,854,2861,0.36035795898437495,FALSE,REGULAR,USD,call,3/21/2025,1.153643315461018,11,0.030136986301369864,0.062287062,0.007712938,0.007712938
AAPL250321C00265000,2025-03-10 19:55:08+00:00,265,0.04,0.04,0.05,-0.1,-71.42857,379,12073,0.357428301,FALSE,REGULAR,USD,call,3/21/2025,1.1646303946558847,11,0.030136986301369864,0.037320919155992005,0.002679081,0.002679081
AAPL250321C00267500,2025-03-10 19:18:36+00:00,267.5,0.04,0.01,0.04,-0.060000002,-60,361,2513,0.367193828,FALSE,REGULAR,USD,call,3/21/2025,1.1756174738507517,11,0.030136986301369864,0.029876941,0.010123058716675369,0.010123058716675369
AAPL250321C00270000,2025-03-10 19:52:03+00:00,270,0.03,0.02,0.03,-0.03,-50,762,32050,0.373053145,FALSE,REGULAR,USD,call,3/21/2025,1.1866045530456184,11,0.030136986301369864,0.021951438845416504,0.008048561,0.008048561
AAPL250321C00275000,2025-03-10 19:40:26+00:00,275,0.02,0.01,0.02,-0.030000001,-60,470,11602,0.390631094,FALSE,REGULAR,USD,call,3/21/2025,1.2085787114353521,11,0.030136986301369864,0.01408559,0.00591441,0.00591441
AAPL250321C00280000,2025-03-10 19:12:14+00:00,280,0.02,0.01,0.02,-0.01,-33.333336,64,10177,0.421880781,FALSE,REGULAR,USD,call,3/21/2025,1.2305528698250858,11,0.030136986301369864,0.013396960788423007,0.006603039,0.006603039
AAPL250321C00285000,2025-03-10 14:40:14+00:00,285,0.01,0,0.02,-0.02,-66.66667,21,2873,0.453130469,FALSE,REGULAR,USD,call,3/21/2025,1.2525270282148193,11,0.030136986301369864,0.013073953081668588,-0.003073953,0.003073953
AAPL250321C00290000,2025-03-10 19:15:37+00:00,290,0.01,0,0.01,0,0,267,3391,0.453130469,FALSE,REGULAR,USD,call,3/21/2025,1.274501186604553,11,0.030136986301369864,0.006091779,0.003908221,0.003908221
AAPL250321C00295000,2025-03-07 19:33:08+00:00,295,0.01,0,0.01,0,0,2,1084,0.484380156,FALSE,REGULAR,USD,call,3/21/2025,1.2964753449942867,11,0.030136986301369864,0.006439221,0.003560779,0.003560779
AAPL250321C00300000,2025-03-07 16:56:00+00:00,300,0.01,0,0.01,0,0,35,10596,0.515629844,FALSE,REGULAR,USD,call,3/21/2025,1.3184495033840204,11,0.030136986301369864,0.006872082,0.003127918,0.003127918
AAPL250321C00305000,2025-03-05 19:51:30+00:00,305,0.01,0,0.01,0,0,3,420,0.515629844,FALSE,REGULAR,USD,call,3/21/2025,1.3404236617737542,11,0.030136986301369864,0.003512755,0.006487245,0.006487245
AAPL250321C00310000,2025-03-07 18:12:21+00:00,310,0.01,0,0.01,0,0,1,6231,0.531254688,FALSE,REGULAR,USD,call,3/21/2025,1.3623978201634879,11,0.030136986301369864,0.002687768,0.007312232,0.007312232
AAPL250321C00315000,2025-03-10 15:08:39+00:00,315,0.01,0,0.01,0,0,5,373,0.5625043750000001,FALSE,REGULAR,USD,call,3/21/2025,1.3843719785532214,11,0.030136986301369864,0.003115483,0.006884517,0.006884517
AAPL250321C00320000,2025-03-04 15:20:50+00:00,320,0.01,0,0.01,0,0,13,3741,0.578129219,FALSE,REGULAR,USD,call,3/21/2025,1.406346136942955,11,0.030136986301369864,0.002491867,0.007508133,0.007508133
AAPL250321C00325000,2025-02-25 16:36:55+00:00,325,0.01,0,0.01,0,0,17,540,0.6093789062500001,FALSE,REGULAR,USD,call,3/21/2025,1.4283202953326888,11,0.030136986301369864,0.002937321,0.007062679,0.007062679
AAPL250321C00330000,2025-03-04 15:25:40+00:00,330,0.01,0,0.01,0,0,6,1958,0.6250037500000001,FALSE,REGULAR,USD,call,3/21/2025,1.4502944537224225,11,0.030136986301369864,0.002435945,0.007564055,0.007564055
AAPL250321C00335000,2025-02-18 14:32:06+00:00,335,0.02,0,0.01,0,0,5,11,0.6562534375000001,FALSE,REGULAR,USD,call,3/21/2025,1.4722686121121562,11,0.030136986301369864,0.002901756,0.017098243643220958,0.017098243643220958
AAPL250321C00340000,2025-03-04 15:25:57+00:00,340,0.01,0,0.01,0,0,52,1582,0.6875031250000001,FALSE,REGULAR,USD,call,3/21/2025,1.494242771,11,0.030136986301369864,0.003433447,0.006566553,0.006566553
AAPL250321C00350000,2025-03-10 18:34:52+00:00,350,0.01,0,0.01,0,0,100,4613,0.718752813,FALSE,REGULAR,USD,call,3/21/2025,1.5381910872813571,11,0.030136986301369864,0.002601935,0.007398065,0.007398065
AAPL250321C00360000,2025-03-04 14:36:23+00:00,360,0.01,0,0.01,0,0,10,2718,0.7656273437500001,FALSE,REGULAR,USD,call,3/21/2025,1.5821394040608245,11,0.030136986301369864,0.002795665,0.007204335,0.007204335
AAPL250321C00370000,2025-03-06 18:28:51+00:00,370,0.01,0,0.01,0,0,12,2502,0.8125018749999999,FALSE,REGULAR,USD,call,3/21/2025,1.626087720840292,11,0.030136986301369864,0.003058129,0.006941871,0.006941871
AAPL250321C00380000,2025-03-05 14:30:07+00:00,380,0.01,0,0.01,0,0,1,25562,0.8437515624999999,FALSE,REGULAR,USD,call,3/21/2025,1.6700360376197592,11,0.030136986301369864,0.002592442,0.007407558,0.007407558
AAPL250321P00005000,2025-02-13 15:44:31+00:00,5,0.01,0,0.01,0,0,1,5235,6.500001875000001,FALSE,REGULAR,USD,put,3/21/2025,0.021974158389733673,11,0.030136986301369864,0.003038791,0.006961209,0.006961209
AAPL250321P00010000,2025-03-10 17:39:07+00:00,10,0.01,0,0.01,0,0,1,2,5.250003437499999,FALSE,REGULAR,USD,put,3/21/2025,0.043948316779467346,11,0.030136986301369864,0.003054466,0.006945534,0.006945534
AAPL250321P00015000,2024-12-16 05:01:58+00:00,15,0.01,0,0.03,0,0,2,12,4.906253867187499,FALSE,REGULAR,USD,put,3/21/2025,0.065922475,11,0.030136986301369864,0.008691283,0.001308717,0.001308717
AAPL250321P00020000,2024-12-16 05:01:59+00:00,20,0.01,0,0,0,0,15,579,0.500005,FALSE,REGULAR,USD,put,3/21/2025,0.087896634,11,0.030136986301369864,7.474976461007858e-174,0.01,0.01
AAPL250321P00025000,2024-12-16 05:01:59+00:00,25,0.01,0,0,0,0,5,19,0.500005,FALSE,REGULAR,USD,put,3/21/2025,0.10987079194866838,11,0.030136986301369864,7.305334753653883e-144,0.01,0.01
AAPL250321P00030000,2024-12-16 05:01:59+00:00,30,0.01,0,0.02,0,0,5,6,3.50000125,FALSE,REGULAR,USD,put,3/21/2025,0.13184495033840204,11,0.030136986301369864,0.005325344,0.004674656,0.004674656
AAPL250321P00035000,2025-01-29 18:45:24+00:00,35,0.01,0,0.38,0,0,2,211,4.335942080078125,FALSE,REGULAR,USD,put,3/21/2025,0.15381910872813573,11,0.030136986301369864,0.13133902553624088,-0.121339026,0.12133902553624089
AAPL250321P00040000,2025-02-21 20:54:46+00:00,40,0.01,0,0.01,0,0,12332,18634,2.875002813,FALSE,REGULAR,USD,put,3/21/2025,0.17579326711786938,11,0.030136986301369864,0.002862811,0.007137189,0.007137189
AAPL250321P00045000,2025-01-17 19:58:48+00:00,45,0.01,0,0.21,0,0,76,703,3.50000125,FALSE,REGULAR,USD,put,3/21/2025,0.19776742550760307,11,0.030136986301369864,0.069177222,-0.059177222,0.059177222
AAPL250321P00050000,2025-01-17 19:58:44+00:00,50,0.01,0,0.21,0,0,185,1092,3.281251797,FALSE,REGULAR,USD,put,3/21/2025,0.21974158389733675,11,0.030136986301369864,0.070261291,-0.060261291,0.060261291
AAPL250321P00055000,2025-02-19 17:36:58+00:00,55,0.01,0,0.01,0,0,1,1691,2.3125042187499996,FALSE,REGULAR,USD,put,3/21/2025,0.2417157422870704,11,0.030136986301369864,0.00219237,0.00780763,0.00780763
AAPL250321P00060000,2025-01-31 20:34:30+00:00,60,0.01,0,0.01,0,0,88,1313,2.1875045312499997,FALSE,REGULAR,USD,put,3/21/2025,0.2636899006768041,11,0.030136986301369864,0.002416071,0.007583929,0.007583929
AAPL250321P00065000,2025-03-04 15:21:40+00:00,65,0.02,0,0.02,0,0,50,769,2.1875045312499997,FALSE,REGULAR,USD,put,3/21/2025,0.28566405906653775,11,0.030136986301369864,0.005716867,0.014283133286870853,0.014283133286870853
AAPL250321P00070000,2025-02-21 20:44:30+00:00,70,0.01,0,0.02,0,0,1,237,2.0625048437499998,FALSE,REGULAR,USD,put,3/21/2025,0.30763821745627146,11,0.030136986301369864,0.005750151,0.004249849,0.004249849
AAPL250321P00075000,2025-02-21 20:43:27+00:00,75,0.01,0,0.02,0,0,97,222,1.937500313,FALSE,REGULAR,USD,put,3/21/2025,0.3296123758460051,11,0.030136986301369864,0.005442376,0.004557624,0.004557624
AAPL250321P00080000,2025-03-03 20:58:57+00:00,80,0.01,0,0.01,0,0,15,288,1.75000125,FALSE,REGULAR,USD,put,3/21/2025,0.35158653423573877,11,0.030136986301369864,0.002944419,0.007055581,0.007055581
AAPL250321P00085000,2025-03-04 14:44:24+00:00,85,0.02,0,0.01,0,0,10,2423,1.625001875,FALSE,REGULAR,USD,put,3/21/2025,0.3735606926254725,11,0.030136986301369864,0.002315247,0.017684752854525917,0.017684752854525917
AAPL250321P00090000,2025-03-04 14:44:46+00:00,90,0.01,0,0.01,0,0,10,595,1.5625021874999998,FALSE,REGULAR,USD,put,3/21/2025,0.39553485101520613,11,0.030136986301369864,0.003031573,0.006968427,0.006968427
AAPL250321P00095000,2025-03-04 15:18:21+00:00,95,0.02,0,0.02,0,0,30,4293,1.5312523437499999,FALSE,REGULAR,USD,put,3/21/2025,0.4175090094049398,11,0.030136986301369864,0.005105419,0.014894581455231103,0.014894581455231103
AAPL250321P00100000,2025-03-07 19:42:25+00:00,100,0.01,0,0.01,0,0,1051,12435,1.3750031249999999,FALSE,REGULAR,USD,put,3/21/2025,0.4394831677946735,11,0.030136986301369864,0.002548475,0.007451525,0.007451525
AAPL250321P00105000,2025-03-10 19:58:13+00:00,105,0.01,0.01,0.02,0,0,10,1242,1.421877891,FALSE,REGULAR,USD,put,3/21/2025,0.46145732618440716,11,0.030136986301369864,0.008796594,0.001203406,0.001203406
AAPL250321P00110000,2025-03-10 19:06:43+00:00,110,0.01,0,0.02,-0.01,-50,12,1090,1.2968785156249998,FALSE,REGULAR,USD,put,3/21/2025,0.4834314845741408,11,0.030136986301369864,0.005767162,0.004232838,0.004232838
AAPL250321P00115000,2025-03-10 19:59:38+00:00,115,0.02,0,0.02,0,0,56,5567,1.218753906,FALSE,REGULAR,USD,put,3/21/2025,0.5054056429638745,11,0.030136986301369864,0.005602734,0.014397265537103684,0.014397265537103684
AAPL250321P00120000,2025-03-10 19:34:28+00:00,120,0.02,0.01,0.03,0,0,43,4418,1.218753906,FALSE,REGULAR,USD,put,3/21/2025,0.5273798013536082,11,0.030136986301369864,0.011922872030257492,0.008077128,0.008077128
AAPL250321P00125000,2025-03-10 18:58:44+00:00,125,0.03,0.01,0.04,0.02,200,546,3707,1.171879141,FALSE,REGULAR,USD,put,3/21/2025,0.5493539597433419,11,0.030136986301369864,0.015487075072718348,0.014512925,0.014512925
AAPL250321P00130000,2025-03-10 18:34:38+00:00,130,0.03,0.02,0.05,0.01,50,379,5409,1.1328168359375002,FALSE,REGULAR,USD,put,3/21/2025,0.5713281181330755,11,0.030136986301369864,0.021384778029224782,0.008615222,0.008615222
AAPL250321P00135000,2025-03-10 17:38:16+00:00,135,0.05,0.03,0.05,0.020000001,66.66668,1032,6264,1.0781296093750001,FALSE,REGULAR,USD,put,3/21/2025,0.5933022765228092,11,0.030136986301369864,0.025147535,0.024852464811457822,0.024852464811457822
