contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration,moneyness,days_to_expiration,T,bs_price,pricing_error,vg_price,nig_price,vg_error,nig_error
AAPL250321C00005000,2025-03-10 19:28:24+00:00,5.0,222.37,221.25,222.85,-11.450012,-4.8969345,6.0,47,10.468753457031251,True,REGULAR,USD,call,2025-03-21,0.021974158389733673,11,0.030136986301369864,222.83130731950268,-0.46130731950268,,,,
AAPL250321C00010000,2025-03-10 17:39:07+00:00,10.0,215.37,216.3,218.85,-15.680008,-6.7864127,1.0,30,6.8437514453125,True,REGULAR,USD,call,2025-03-21,0.043948316779467346,11,0.030136986301369864,217.6182392637234,-2.2482392637234057,,,,
AAPL250321C00015000,2025-03-07 19:12:10+00:00,15.0,223.85,211.3,213.9,0.0,0.0,1.0,0,6.04687744140625,True,REGULAR,USD,call,2025-03-21,0.06592247516920102,11,0.030136986301369864,212.64239702038552,11.207602979614478,,,,
AAPL250321C00020000,2025-01-30 16:17:52+00:00,20.0,217.42,220.5,222.65,0.0,0.0,8.0,0,17.83008255310059,True,REGULAR,USD,call,2025-03-21,0.08789663355893469,11,0.030136986301369864,220.85188957272166,-3.4318895727216727,,,,
AAPL250321C00025000,2025-02-12 16:26:48+00:00,25.0,210.01,201.2,203.9,0.0,0.0,2.0,2,4.57812927734375,True,REGULAR,USD,call,2025-03-21,0.10987079194866838,11,0.030136986301369864,202.61939009660375,7.390609903396239,,,,
AAPL250321C00030000,2024-12-26 14:49:35+00:00,30.0,229.0,199.9,200.65,0.0,0.0,,0,7.460938173828126,True,REGULAR,USD,call,2025-03-21,0.13184495033840204,11,0.030136986301369864,199.89422599666528,29.105774003334716,,,,
AAPL250321C00035000,2025-03-03 20:36:45+00:00,35.0,201.75,191.3,193.8,0.0,0.0,3.0,4,3.86718783203125,True,REGULAR,USD,call,2025-03-21,0.15381910872813573,11,0.030136986301369864,192.63228105507997,9.117718944920028,,,,
AAPL250321C00040000,2025-03-04 15:54:12+00:00,40.0,199.24,186.35,188.9,0.0,0.0,1.0,2,3.8984377539062502,True,REGULAR,USD,call,2025-03-21,0.17579326711786938,11,0.030136986301369864,187.69299497716105,11.54700502283896,,,,
AAPL250321C00045000,2024-12-27 16:43:30+00:00,45.0,209.4,189.95,192.5,0.0,0.0,2.0,1,8.179204106750488,True,REGULAR,USD,call,2025-03-21,0.19776742550760307,11,0.030136986301369864,190.27418814299844,19.125811857001565,,,,
AAPL250321C00050000,2025-02-03 19:58:38+00:00,50.0,178.95,184.3,184.8,0.0,0.0,6.0,85,7.110352674560547,True,REGULAR,USD,call,2025-03-21,0.21974158389733675,11,0.030136986301369864,183.7260163075655,-4.776016307565499,,,,
AAPL250321C00055000,2025-03-05 15:04:07+00:00,55.0,177.4,171.25,173.95,0.0,0.0,1.0,7,3.1250021875,True,REGULAR,USD,call,2025-03-21,0.2417157422870704,11,0.030136986301369864,172.69529243313318,4.70470756686683,,,,
AAPL250321C00060000,2025-03-10 16:45:12+00:00,60.0,165.3,166.35,168.9,-11.399994,-6.4516096,1.0,18,3.0000025,True,REGULAR,USD,call,2025-03-21,0.2636899006768041,11,0.030136986301369864,167.71888719494416,-2.4188871949441477,,,,
AAPL250321C00065000,2025-03-05 18:07:32+00:00,65.0,170.3,161.35,163.85,0.0,0.0,2.0,26,2.7656280859375,True,REGULAR,USD,call,2025-03-21,0.28566405906653775,11,0.030136986301369864,162.70820585407813,7.591794145921881,,,,
AAPL250321C00070000,2025-03-10 16:45:12+00:00,70.0,155.33,156.4,158.9,-4.0200043,-2.5227513,1.0,74,2.718753203125,True,REGULAR,USD,call,2025-03-21,0.30763821745627146,11,0.030136986301369864,157.75124370310726,-2.421243703107251,,,,
AAPL250321C00075000,2025-03-03 20:36:45+00:00,75.0,161.85,151.4,153.9,0.0,0.0,4.0,24,2.566409833984375,True,REGULAR,USD,call,2025-03-21,0.3296123758460051,11,0.030136986301369864,152.75793320344417,9.092066796555827,,,,
AAPL250321C00080000,2025-02-25 19:10:47+00:00,80.0,168.05,146.4,148.9,0.0,0.0,3.0,37,2.425785185546875,True,REGULAR,USD,call,2025-03-21,0.35158653423573877,11,0.030136986301369864,147.7652829548174,20.284717045182617,,,,
AAPL250321C00085000,2025-02-06 15:09:25+00:00,85.0,148.59,153.95,154.4,0.0,0.0,26.0,193,5.635256862182617,True,REGULAR,USD,call,2025-03-21,0.3735606926254725,11,0.030136986301369864,152.99864899615196,-4.408648996151953,,,,
AAPL250321C00090000,2025-02-05 16:42:37+00:00,90.0,140.5,149.0,149.5,0.0,0.0,5.0,96,5.364993528137205,True,REGULAR,USD,call,2025-03-21,0.39553485101520613,11,0.030136986301369864,148.07739636208248,-7.577396362082482,,,,
AAPL250321C00095000,2025-03-10 16:58:38+00:00,95.0,130.68,132.4,134.05,-10.110001,-7.1809087,1.0,14,2.5419958325195307,True,REGULAR,USD,call,2025-03-21,0.4175090094049398,11,0.030136986301369864,133.23488991092432,-2.5548899109243166,,,,
AAPL250321C00100000,2025-03-10 14:32:40+00:00,100.0,129.1,127.45,128.95,-8.37999,-6.0954247,1.0,474,2.3925821435546872,True,REGULAR,USD,call,2025-03-21,0.4394831677946735,11,0.030136986301369864,128.22298032541033,0.8770196745896612,,,,
AAPL250321C00105000,2025-03-05 15:04:08+00:00,105.0,122.45,122.45,123.95,-5.1500015,-4.0360513,1.0,72,2.263676215820312,True,REGULAR,USD,call,2025-03-21,0.46145732618440716,11,0.030136986301369864,123.23016397008318,-0.78016397008318,,,,
AAPL250321C00110000,2025-03-07 16:40:06+00:00,110.0,114.85,117.45,119.0,-13.480003,-10.504171,3.0,512,2.1533249291992185,True,REGULAR,USD,call,2025-03-21,0.4834314845741408,11,0.030136986301369864,118.25743973698414,-3.407439736984145,,,,
AAPL250321C00115000,2025-03-07 18:11:14+00:00,115.0,125.5,112.45,114.1,0.0,0.0,2.0,50,2.0595751635742188,True,REGULAR,USD,call,2025-03-21,0.5054056429638745,11,0.030136986301369864,113.30691253524296,12.193087464757042,,,,
AAPL250321C00120000,2025-03-10 16:58:38+00:00,120.0,107.5,107.5,109.0,-12.139999,-10.147108,2.0,28,1.93359408203125,True,REGULAR,USD,call,2025-03-21,0.5273798013536082,11,0.030136986301369864,108.29287729161716,-0.7928772916171596,,,,
AAPL250321C00125000,2025-03-04 15:14:00+00:00,125.0,114.4,102.5,104.0,0.0,0.0,1.0,205,1.8251961865234374,True,REGULAR,USD,call,2025-03-21,0.5493539597433419,11,0.030136986301369864,103.30198595181295,11.098014048187054,,,,
AAPL250321C00130000,2025-03-10 19:32:12+00:00,130.0,98.0,96.5,99.05,-9.879997,-9.158322,1.0,537,1.4697292138671876,True,REGULAR,USD,call,2025-03-21,0.5713281181330755,11,0.030136986301369864,97.92949501841437,0.07050498158562846,,,,
AAPL250321C00135000,2025-03-05 14:50:02+00:00,135.0,92.55,92.5,94.2,-5.2699966,-5.3874426,1.0,246,1.65625171875,True,REGULAR,USD,call,2025-03-21,0.5933022765228092,11,0.030136986301369864,93.40040887094202,-0.8504088709420188,,,,
AAPL250321C00140000,2025-03-07 18:16:32+00:00,140.0,101.16,87.55,89.05,0.0,0.0,4.0,525,1.5385765258789061,True,REGULAR,USD,call,2025-03-21,0.6152764349125429,11,0.030136986301369864,88.3663214998542,12.793678500145802,,,,
AAPL250321C00145000,2025-03-10 14:07:28+00:00,145.0,82.16,81.5,84.2,-12.889999,-13.561283,12.0,251,1.2548865380859375,True,REGULAR,USD,call,2025-03-21,0.6372505933022765,11,0.030136986301369864,83.0095135059482,-0.8495135059482095,,,,
AAPL250321C00150000,2025-03-10 17:22:50+00:00,150.0,75.54,76.8,78.7,-14.159996,-15.78595,10.0,1899,1.115238798828125,True,REGULAR,USD,call,2025-03-21,0.6592247516920102,11,0.030136986301369864,77.93855441364468,-2.398554413644675,,,,
AAPL250321C00155000,2025-03-10 15:39:21+00:00,155.0,72.59,72.6,73.75,-11.410004,-13.583338,5.0,2470,1.2197304638671875,True,REGULAR,USD,call,2025-03-21,0.6811989100817439,11,0.030136986301369864,73.28787760526379,-0.6978776052637841,,,,
AAPL250321C00160000,2025-03-10 14:46:53+00:00,160.0,67.85,67.05,68.75,-11.650002,-14.65409,10.0,1785,1.0341845166015626,True,REGULAR,USD,call,2025-03-21,0.7031730684714775,11,0.030136986301369864,68.07153187906266,-0.2215318790626668,,,,
AAPL250321C00165000,2025-03-10 14:03:01+00:00,165.0,62.65,62.65,63.95,-12.159996,-16.254507,30.0,1469,1.0854537915039062,True,REGULAR,USD,call,2025-03-21,0.7251472268612112,11,0.030136986301369864,63.40831168972866,-0.7583116897286644,,,,
AAPL250321C00170000,2025-03-10 14:00:03+00:00,170.0,58.0,57.7,59.0,-12.0,-17.142857,58.0,2133,1.0141650854492186,True,REGULAR,USD,call,2025-03-21,0.747121385250945,11,0.030136986301369864,58.45962553346263,-0.4596255334626278,,,,
AAPL250321C00175000,2025-03-10 14:00:03+00:00,175.0,50.75,52.75,54.05,-13.639999,-21.183414,22.0,1221,0.9423833886718749,True,REGULAR,USD,call,2025-03-21,0.7690955436406786,11,0.030136986301369864,53.51051227679531,-2.7605122767953105,,,,
AAPL250321C00180000,2025-03-10 19:56:02+00:00,180.0,48.0,47.8,48.95,-11.400002,-19.191921,794.0,3700,0.8544936425781251,True,REGULAR,USD,call,2025-03-21,0.7910697020304123,11,0.030136986301369864,48.49791063466421,-0.4979106346642084,,,,
AAPL250321C00185000,2025-03-10 19:53:32+00:00,185.0,43.1,42.9,44.2,-12.09,-21.906143,179.0,7037,0.8071308349609375,True,REGULAR,USD,call,2025-03-21,0.813043860420146,11,0.030136986301369864,43.65680380086144,-0.556803800861438,,,,
AAPL250321C00190000,2025-03-10 19:49:51+00:00,190.0,37.65,37.95,39.4,-11.799999,-23.862484,1199.0,7687,0.7456080126953125,True,REGULAR,USD,call,2025-03-21,0.8350180188098796,11,0.030136986301369864,38.774784404417886,-1.1247844044178876,,,,
AAPL250321C00195000,2025-03-10 19:35:28+00:00,195.0,33.32,33.1,34.25,-11.029999,-24.870348,107.0,5795,0.6626010302734376,True,REGULAR,USD,call,2025-03-21,0.8569921771996133,11,0.030136986301369864,33.786054999312114,-0.4660549993121137,,,,
AAPL250321C00200000,2025-03-10 19:53:20+00:00,200.0,28.7,28.3,29.2,-11.5,-28.606964,777.0,31418,0.5898478515625001,True,REGULAR,USD,call,2025-03-21,0.878966335589347,11,0.030136986301369864,28.862103903407103,-0.1621039034071039,,,,
AAPL250321C00205000,2025-03-10 19:53:20+00:00,205.0,24.05,23.45,24.05,-10.450001,-30.289858,435.0,8596,0.5061084545898438,True,REGULAR,USD,call,2025-03-21,0.9009404939790806,11,0.030136986301369864,23.875063839161186,0.1749361608388149,,,,
AAPL250321C00210000,2025-03-10 19:59:41+00:00,210.0,19.2,19.2,19.6,-11.199999,-36.842102,630.0,19342,0.50586431640625,True,REGULAR,USD,call,2025-03-21,0.9229146523688143,11,0.030136986301369864,19.650184008517073,-0.4501840085170734,,,,
AAPL250321C00215000,2025-03-10 19:54:50+00:00,215.0,14.9,15.05,15.25,-10.15,-40.51896,1165.0,2769,0.4622856506347657,True,REGULAR,USD,call,2025-03-21,0.944888810758548,11,0.030136986301369864,15.266336605941206,-0.3663366059412052,,,,
AAPL250321C00217500,2025-03-10 19:55:00+00:00,217.5,13.3,13.05,13.25,-9.400001,-41.409695,327.0,58,0.44653873779296877,True,REGULAR,USD,call,2025-03-21,0.9558758899534148,11,0.030136986301369864,13.242124262048634,0.0578757379513668,,,,
AAPL250321C00220000,2025-03-10 19:54:50+00:00,220.0,11.1,11.2,11.4,-9.5,-46.116505,1304.0,9567,0.43494217407226565,True,REGULAR,USD,call,2025-03-21,0.9668629691482816,11,0.030136986301369864,11.366086745726193,-0.2660867457261933,,,,
AAPL250321C00222500,2025-03-10 19:54:10+00:00,222.5,9.65,9.45,9.65,-8.6,-47.12329,539.0,176,0.42249112670898437,True,REGULAR,USD,call,2025-03-21,0.9778500483431485,11,0.030136986301369864,9.590893124136528,0.0591068758634723,,,,
AAPL250321C00225000,2025-03-10 19:59:55+00:00,225.0,7.9,7.8,8.0,-8.450001,-51.68196,4999.0,13514,0.40869731933593745,True,REGULAR,USD,call,2025-03-21,0.9888371275380153,11,0.030136986301369864,7.921666459154125,-0.02166645915412424,,,,
AAPL250321C00227500,2025-03-10 19:59:42+00:00,227.5,6.29,6.35,6.55,-7.6099997,-54.7482,2935.0,416,0.3986876538085938,False,REGULAR,USD,call,2025-03-21,0.9998242067328822,11,0.030136986301369864,6.45239506401677,-0.16239506401676973,,,,
AAPL250321C00230000,2025-03-10 19:59:32+00:00,230.0,5.0,5.05,5.2,-6.8999996,-57.98319,7703.0,18057,0.3857483300781249,False,REGULAR,USD,call,2025-03-21,1.010811285927749,11,0.030136986301369864,5.092264454695609,-0.09226445469560929,,,,
AAPL250321C00232500,2025-03-10 19:59:16+00:00,232.5,3.87,3.9,4.05,-6.33,-62.058826,5374.0,617,0.37525038818359374,False,REGULAR,USD,call,2025-03-21,1.021798365122616,11,0.030136986301369864,3.935248914574643,-0.0652489145746431,,,,
AAPL250321C00235000,2025-03-10 19:59:51+00:00,235.0,2.98,2.98,3.1,-5.1699996,-63.435577,11924.0,16996,0.367193828125,False,REGULAR,USD,call,2025-03-21,1.0327854443174826,11,0.030136986301369864,2.9825484554233697,-0.0025484554233696777,,,,
AAPL250321C00237500,2025-03-10 19:58:19+00:00,237.5,2.15,2.21,2.29,-4.5499997,-67.910446,6312.0,1588,0.3580386462402344,False,REGULAR,USD,call,2025-03-21,1.0437725235123496,11,0.030136986301369864,2.178638683062111,-0.02863868306211126,,,,
AAPL250321C00240000,2025-03-10 19:58:40+00:00,240.0,1.6,1.6,1.66,-3.46,-68.37945,14623.0,24880,0.35108070800781244,False,REGULAR,USD,call,2025-03-21,1.0547596027072164,11,0.030136986301369864,1.557825262821595,0.04217473717840514,,,,
AAPL250321C00242500,2025-03-10 19:56:54+00:00,242.5,1.15,1.13,1.18,-2.75,-70.51282,3811.0,3466,0.34570966796874997,False,REGULAR,USD,call,2025-03-21,1.065746681902083,11,0.030136986301369864,1.0901016369314647,0.05989836306853524,,,,
AAPL250321C00245000,2025-03-10 19:59:31+00:00,245.0,0.77,0.79,0.82,-2.09,-73.07692,6325.0,22345,0.34107104248046877,False,REGULAR,USD,call,2025-03-21,1.07673376109695,11,0.030136986301369864,0.7430695165818513,0.026930483418148743,,,,
AAPL250321C00247500,2025-03-10 19:58:01+00:00,247.5,0.55,0.54,0.58,-1.52,-73.429955,2249.0,2437,0.340826904296875,False,REGULAR,USD,call,2025-03-21,1.0877208402918168,11,0.030136986301369864,0.5163890943805711,0.03361090561942892,,,,
AAPL250321C00250000,2025-03-10 19:59:41+00:00,250.0,0.38,0.37,0.39,-1.02,-72.85715,8601.0,49810,0.33789724609375,False,REGULAR,USD,call,2025-03-21,1.0987079194866838,11,0.030136986301369864,0.33915204619361816,0.04084795380638184,,,,
AAPL250321C00252500,2025-03-10 19:58:34+00:00,252.5,0.26,0.24,0.28,-0.68,-72.34042,2405.0,2961,0.3413151806640625,False,REGULAR,USD,call,2025-03-21,1.1096949986815505,11,0.030136986301369864,0.23887291568774316,0.02112708431225685,,,,
AAPL250321C00255000,2025-03-10 19:59:47+00:00,255.0,0.17,0.17,0.2,-0.49,-74.242424,2370.0,29264,0.344733115234375,False,REGULAR,USD,call,2025-03-21,1.1206820778764173,11,0.030136986301369864,0.16713804061855964,0.0028619593814403765,,,,
AAPL250321C00257500,2025-03-10 19:57:50+00:00,257.5,0.13,0.11,0.14,-0.29,-69.04762,273.0,1694,0.34668622070312494,False,REGULAR,USD,call,2025-03-21,1.1316691570712842,11,0.030136986301369864,0.1131504793919893,0.016849520608010704,,,,
AAPL250321C00260000,2025-03-10 19:58:39+00:00,260.0,0.09,0.09,0.1,-0.19,-67.85714,3334.0,42086,0.3505924316406249,False,REGULAR,USD,call,2025-03-21,1.142656236266151,11,0.030136986301369864,0.07894556425461241,0.011054435745387586,,,,
AAPL250321C00262500,2025-03-10 19:30:39+00:00,262.5,0.07,0.06,0.08,-0.089999996,-56.25,854.0,2861,0.36035795898437495,False,REGULAR,USD,call,2025-03-21,1.153643315461018,11,0.030136986301369864,0.06228706187317634,0.007712938126823665,,,,
AAPL250321C00265000,2025-03-10 19:55:08+00:00,265.0,0.04,0.04,0.05,-0.1,-71.42857,379.0,12073,0.35742830078125,False,REGULAR,USD,call,2025-03-21,1.1646303946558847,11,0.030136986301369864,0.037320919155992005,0.002679080844007996,,,,
AAPL250321C00267500,2025-03-10 19:18:36+00:00,267.5,0.04,0.01,0.04,-0.060000002,-60.0,361.0,2513,0.367193828125,False,REGULAR,USD,call,2025-03-21,1.1756174738507517,11,0.030136986301369864,0.02987694128332463,0.010123058716675369,,,,
AAPL250321C00270000,2025-03-10 19:52:03+00:00,270.0,0.03,0.02,0.03,-0.03,-50.0,762.0,32050,0.37305314453125,False,REGULAR,USD,call,2025-03-21,1.1866045530456184,11,0.030136986301369864,0.021951438845416504,0.008048561154583495,,,,
AAPL250321C00275000,2025-03-10 19:40:26+00:00,275.0,0.02,0.01,0.02,-0.030000001,-60.0,470.0,11602,0.39063109375,False,REGULAR,USD,call,2025-03-21,1.2085787114353521,11,0.030136986301369864,0.01408558984054642,0.005914410159453581,,,,
AAPL250321C00280000,2025-03-10 19:12:14+00:00,280.0,0.02,0.01,0.02,-0.01,-33.333336,64.0,10177,0.42188078125,False,REGULAR,USD,call,2025-03-21,1.2305528698250858,11,0.030136986301369864,0.013396960788423007,0.0066030392115769936,,,,
AAPL250321C00285000,2025-03-10 14:40:14+00:00,285.0,0.01,0.0,0.02,-0.02,-66.66667,21.0,2873,0.45313046875,False,REGULAR,USD,call,2025-03-21,1.2525270282148193,11,0.030136986301369864,0.013073953081668588,-0.0030739530816685876,,,,
AAPL250321C00290000,2025-03-10 19:15:37+00:00,290.0,0.01,0.0,0.01,0.0,0.0,267.0,3391,0.45313046875,False,REGULAR,USD,call,2025-03-21,1.274501186604553,11,0.030136986301369864,0.006091778823664518,0.003908221176335483,,,,
AAPL250321C00295000,2025-03-07 19:33:08+00:00,295.0,0.01,0.0,0.01,0.0,0.0,2.0,1084,0.48438015625,False,REGULAR,USD,call,2025-03-21,1.2964753449942867,11,0.030136986301369864,0.006439221434673181,0.003560778565326819,,,,
AAPL250321C00300000,2025-03-07 16:56:00+00:00,300.0,0.01,0.0,0.01,0.0,0.0,35.0,10596,0.51562984375,False,REGULAR,USD,call,2025-03-21,1.3184495033840204,11,0.030136986301369864,0.0068720817292200476,0.0031279182707799526,,,,
AAPL250321C00305000,2025-03-05 19:51:30+00:00,305.0,0.01,0.0,0.01,0.0,0.0,3.0,420,0.51562984375,False,REGULAR,USD,call,2025-03-21,1.3404236617737542,11,0.030136986301369864,0.0035127550926770945,0.006487244907322906,,,,
AAPL250321C00310000,2025-03-07 18:12:21+00:00,310.0,0.01,0.0,0.01,0.0,0.0,1.0,6231,0.5312546875,False,REGULAR,USD,call,2025-03-21,1.3623978201634879,11,0.030136986301369864,0.002687767630581067,0.007312232369418933,,,,
AAPL250321C00315000,2025-03-10 15:08:39+00:00,315.0,0.01,0.0,0.01,0.0,0.0,5.0,373,0.5625043750000001,False,REGULAR,USD,call,2025-03-21,1.3843719785532214,11,0.030136986301369864,0.003115483248536846,0.006884516751463154,,,,
AAPL250321C00320000,2025-03-04 15:20:50+00:00,320.0,0.01,0.0,0.01,0.0,0.0,13.0,3741,0.57812921875,False,REGULAR,USD,call,2025-03-21,1.406346136942955,11,0.030136986301369864,0.0024918670107021423,0.007508132989297858,,,,
AAPL250321C00325000,2025-02-25 16:36:55+00:00,325.0,0.01,0.0,0.01,0.0,0.0,17.0,540,0.6093789062500001,False,REGULAR,USD,call,2025-03-21,1.4283202953326888,11,0.030136986301369864,0.002937320799103499,0.007062679200896501,,,,
AAPL250321C00330000,2025-03-04 15:25:40+00:00,330.0,0.01,0.0,0.01,0.0,0.0,6.0,1958,0.6250037500000001,False,REGULAR,USD,call,2025-03-21,1.4502944537224225,11,0.030136986301369864,0.0024359445317432143,0.007564055468256786,,,,
AAPL250321C00335000,2025-02-18 14:32:06+00:00,335.0,0.02,0.0,0.01,0.0,0.0,5.0,11,0.6562534375000001,False,REGULAR,USD,call,2025-03-21,1.4722686121121562,11,0.030136986301369864,0.002901756356779042,0.017098243643220958,,,,
AAPL250321C00340000,2025-03-04 15:25:57+00:00,340.0,0.01,0.0,0.01,0.0,0.0,52.0,1582,0.6875031250000001,False,REGULAR,USD,call,2025-03-21,1.49424277050189,11,0.030136986301369864,0.0034334470511751813,0.006566552948824819,,,,
AAPL250321C00350000,2025-03-10 18:34:52+00:00,350.0,0.01,0.0,0.01,0.0,0.0,100.0,4613,0.7187528125,False,REGULAR,USD,call,2025-03-21,1.5381910872813571,11,0.030136986301369864,0.002601934647957535,0.007398065352042465,,,,
AAPL250321C00360000,2025-03-04 14:36:23+00:00,360.0,0.01,0.0,0.01,0.0,0.0,10.0,2718,0.7656273437500001,False,REGULAR,USD,call,2025-03-21,1.5821394040608245,11,0.030136986301369864,0.0027956650420421225,0.007204334957957878,,,,
AAPL250321C00370000,2025-03-06 18:28:51+00:00,370.0,0.01,0.0,0.01,0.0,0.0,12.0,2502,0.8125018749999999,False,REGULAR,USD,call,2025-03-21,1.626087720840292,11,0.030136986301369864,0.0030581285263137914,0.006941871473686209,,,,
AAPL250321C00380000,2025-03-05 14:30:07+00:00,380.0,0.01,0.0,0.01,0.0,0.0,1.0,25562,0.8437515624999999,False,REGULAR,USD,call,2025-03-21,1.6700360376197592,11,0.030136986301369864,0.002592441775212437,0.007407558224787563,,,,
AAPL250321P00005000,2025-02-13 15:44:31+00:00,5.0,0.01,0.0,0.01,0.0,0.0,1.0,5235,6.500001875000001,False,REGULAR,USD,put,2025-03-21,0.021974158389733673,11,0.030136986301369864,0.0030387910734786874,0.006961208926521313,,,,
AAPL250321P00010000,2025-03-10 17:39:07+00:00,10.0,0.01,0.0,0.01,0.0,0.0,1.0,2,5.250003437499999,False,REGULAR,USD,put,2025-03-21,0.043948316779467346,11,0.030136986301369864,0.003054466453402937,0.006945533546597063,,,,
AAPL250321P00015000,2024-12-16 05:01:58+00:00,15.0,0.01,0.0,0.03,0.0,0.0,2.0,12,4.906253867187499,False,REGULAR,USD,put,2025-03-21,0.06592247516920102,11,0.030136986301369864,0.00869128253821179,0.001308717461788211,,,,
AAPL250321P00020000,2024-12-16 05:01:59+00:00,20.0,0.01,0.0,0.0,0.0,0.0,15.0,579,0.500005,False,REGULAR,USD,put,2025-03-21,0.08789663355893469,11,0.030136986301369864,7.474976461007858e-174,0.01,,,,
AAPL250321P00025000,2024-12-16 05:01:59+00:00,25.0,0.01,0.0,0.0,0.0,0.0,5.0,19,0.500005,False,REGULAR,USD,put,2025-03-21,0.10987079194866838,11,0.030136986301369864,7.305334753653883e-144,0.01,,,,
AAPL250321P00030000,2024-12-16 05:01:59+00:00,30.0,0.01,0.0,0.02,0.0,0.0,5.0,6,3.50000125,False,REGULAR,USD,put,2025-03-21,0.13184495033840204,11,0.030136986301369864,0.005325344214442234,0.004674655785557766,,,,
AAPL250321P00035000,2025-01-29 18:45:24+00:00,35.0,0.01,0.0,0.38,0.0,0.0,2.0,211,4.335942080078125,False,REGULAR,USD,put,2025-03-21,0.15381910872813573,11,0.030136986301369864,0.13133902553624088,-0.12133902553624089,,,,
AAPL250321P00040000,2025-02-21 20:54:46+00:00,40.0,0.01,0.0,0.01,0.0,0.0,12332.0,18634,2.8750028125,False,REGULAR,USD,put,2025-03-21,0.17579326711786938,11,0.030136986301369864,0.002862810902368399,0.007137189097631601,,,,
AAPL250321P00045000,2025-01-17 19:58:48+00:00,45.0,0.01,0.0,0.21,0.0,0.0,76.0,703,3.50000125,False,REGULAR,USD,put,2025-03-21,0.19776742550760307,11,0.030136986301369864,0.06917722223328687,-0.05917722223328687,,,,
AAPL250321P00050000,2025-01-17 19:58:44+00:00,50.0,0.01,0.0,0.21,0.0,0.0,185.0,1092,3.281251796875,False,REGULAR,USD,put,2025-03-21,0.21974158389733675,11,0.030136986301369864,0.07026129083974586,-0.06026129083974586,,,,
AAPL250321P00055000,2025-02-19 17:36:58+00:00,55.0,0.01,0.0,0.01,0.0,0.0,1.0,1691,2.3125042187499996,False,REGULAR,USD,put,2025-03-21,0.2417157422870704,11,0.030136986301369864,0.0021923703613118163,0.007807629638688184,,,,
AAPL250321P00060000,2025-01-31 20:34:30+00:00,60.0,0.01,0.0,0.01,0.0,0.0,88.0,1313,2.1875045312499997,False,REGULAR,USD,put,2025-03-21,0.2636899006768041,11,0.030136986301369864,0.0024160714629212106,0.00758392853707879,,,,
AAPL250321P00065000,2025-03-04 15:21:40+00:00,65.0,0.02,0.0,0.02,0.0,0.0,50.0,769,2.1875045312499997,False,REGULAR,USD,put,2025-03-21,0.28566405906653775,11,0.030136986301369864,0.005716866713129147,0.014283133286870853,,,,
AAPL250321P00070000,2025-02-21 20:44:30+00:00,70.0,0.01,0.0,0.02,0.0,0.0,1.0,237,2.0625048437499998,False,REGULAR,USD,put,2025-03-21,0.30763821745627146,11,0.030136986301369864,0.005750151198580931,0.004249848801419069,,,,
AAPL250321P00075000,2025-02-21 20:43:27+00:00,75.0,0.01,0.0,0.02,0.0,0.0,97.0,222,1.9375003125,False,REGULAR,USD,put,2025-03-21,0.3296123758460051,11,0.030136986301369864,0.005442375996732328,0.004557624003267672,,,,
AAPL250321P00080000,2025-03-03 20:58:57+00:00,80.0,0.01,0.0,0.01,0.0,0.0,15.0,288,1.75000125,False,REGULAR,USD,put,2025-03-21,0.35158653423573877,11,0.030136986301369864,0.0029444189496504874,0.007055581050349513,,,,
AAPL250321P00085000,2025-03-04 14:44:24+00:00,85.0,0.02,0.0,0.01,0.0,0.0,10.0,2423,1.625001875,False,REGULAR,USD,put,2025-03-21,0.3735606926254725,11,0.030136986301369864,0.0023152471454740836,0.017684752854525917,,,,
AAPL250321P00090000,2025-03-04 14:44:46+00:00,90.0,0.01,0.0,0.01,0.0,0.0,10.0,595,1.5625021874999998,False,REGULAR,USD,put,2025-03-21,0.39553485101520613,11,0.030136986301369864,0.0030315731549150696,0.006968426845084931,,,,
AAPL250321P00095000,2025-03-04 15:18:21+00:00,95.0,0.02,0.0,0.02,0.0,0.0,30.0,4293,1.5312523437499999,False,REGULAR,USD,put,2025-03-21,0.4175090094049398,11,0.030136986301369864,0.005105418544768897,0.014894581455231103,,,,
AAPL250321P00100000,2025-03-07 19:42:25+00:00,100.0,0.01,0.0,0.01,0.0,0.0,1051.0,12435,1.3750031249999999,False,REGULAR,USD,put,2025-03-21,0.4394831677946735,11,0.030136986301369864,0.0025484746792816537,0.0074515253207183465,,,,
AAPL250321P00105000,2025-03-10 19:58:13+00:00,105.0,0.01,0.01,0.02,0.0,0.0,10.0,1242,1.421877890625,False,REGULAR,USD,put,2025-03-21,0.46145732618440716,11,0.030136986301369864,0.00879659428704474,0.0012034057129552602,,,,
AAPL250321P00110000,2025-03-10 19:06:43+00:00,110.0,0.01,0.0,0.02,-0.01,-50.0,12.0,1090,1.2968785156249998,False,REGULAR,USD,put,2025-03-21,0.4834314845741408,11,0.030136986301369864,0.005767161965684525,0.004232838034315475,,,,
AAPL250321P00115000,2025-03-10 19:59:38+00:00,115.0,0.02,0.0,0.02,0.0,0.0,56.0,5567,1.21875390625,False,REGULAR,USD,put,2025-03-21,0.5054056429638745,11,0.030136986301369864,0.005602734462896317,0.014397265537103684,,,,
